full_text,sentiment
@threadshopee @tanyakanrl aneh bgt ujung-ujung masalah selera. Kalau menurut lu kopi lokal lebih enak ya yaudah ngapain dipermasalahin sih. Kalau mau boikot sendiri aja. Jangan judge orang yang masih membeli produk yang kalian boikot. Bukannya menumbuhkan simpati malah bikin ilfeel.,negative
@junishbooks harusnya pas begini tuh fokus ngasih edukasi bareng bareng boikot produk minta sm stop kerjasama ama itu produk fokus naikin ht. eh malah jadi ajang nyari nyari kesalahan member. hate kiri kanan depan belakang tanpa mikir sama sekali. astaga sebel bngt aku,negative
sebenernya ya . orang korea itu SADAR &amp; PAHAM dengan keadaan di Palestina itu seperti apa . tapi kenyataannya banyak knetz yang malah jelek-jelekin orang yang sudah berusaha boikot produk isriwil ,negative
@magdaleneid Haha berita yg selalu mencari kesalahan bts. Udh jls mereka lagi wamil gimna sih pada. Terus yg dia iklan produk yg di boikot sekarang. Kn dulu blm di boikot jdi mereka iklan ini terus masih di bawa samapai sekarang katanya bts gk respect sama Palestina otak lo pada dipakek.,negative
@tanyakanrl Sayangku sender ga usah denial yaa. Warga kita msih mental pembully. Klo tujuan posting km u/ membully ybs aku ga sepakat. Tapi klo u/ menyuarakan boikot/blockout produk aku sepakat. Kita ga bisa kontrol mrk yg blm sadar. Tapi kita bisa kontrol mental pembully kita.,negative
@pecintatokoijo @icyeyeah @2lrshi @gabriellaaa_ag @txtdrkeylie @M4vikalp @fradikkk89 @suriname_abd Sudah dari 2020 Mudah cari tau itu produk diboikot mulai kapan karna ada jejak digital orang orang yang campaign Boikot produk pro israel Alasan Gak tau itu alasan klise orang orang yang ketauan pake produk pro israel https://t.co/V9l5zVuXnJ,negative
Ngebandingin bangtan sama sebelah yg jelas² ada kolaborasi dengan produk boikot itu biar apa? Makin kesini kog malah makin melenceng kemana mana,negative
@convomf Gw pribadi emg ga mke produk yg diboikot (ga semua sih tpi yg pling gencar di boikot aja) cuma iya gw rada annoyed sama org2 pro boikot yg udh suka tolol2in org yg ga boikot you've seen that a lot of time right? Dan paling males klo ada yg nyuruh resign karyawan yg kerja di-,negative
lu pada paham gasi KITA (army) juga mauu bgt bangtan speakup. tp ngeliat gimana sikon mereka lg wamil sekarang kita tahan diri buat ngga memaksa bangtan. but as you guys can see kalo selama ini jg army yg banyak aktif soal trendingin ht boikot produk &amp; merch.,negative
Gw tu suka banget 0reo beneeer bener sesuka itu tiap ke alfaindo ga pernah lupa beli. Tpi sejak di boikiot udh ga pernah beli lg alhamdulillah bismilah bisa boikot semua produk pro 15r4el,negative
@kdzgs2 aduuuh gue mah juga nganggep mereka rumah tapiiiii posisinya ini cuma karena lagi boikot satu produk kalian langsung ngelepasin rumah rumah kalian itu timingnya gak pas sayang. orang mah unstan itu ketika udh gak ada rasa kalau terpaksa gini makanya kalian diketawain. drama!,negative
Coca cola produk boikot kan ya,negative
@convomf Oh iya pls untuk org2 yg boikot gausah sampe nge-hate speech ke org2 yg masih pke produk boikot. Kesannya boikot2 ini malah jdi ajang gw yg paling baik karena gw dh boikot produk pls just let them be klo mau ngingetin ya udah baik2 aja gausah sampe... yah taulah,negative
untuk semua teman2 ku yuk saling mengingatkan jujur kadang gua juga suka ga ngeh. jadi kalo kalian ada liat gua pake produk/brand yang di boikot tolong diingetin yah!,negative
@CekrekPaklek @Mooncalfdung Nah itu maksud saya.. Alonyal dan PT Rekso memangnya saling berketerkaitan?? Mereka kan hanya pemegang franchise. PT Rekso kan milik Indonesia dan ga ada kaitannya dgn Israel. Kalau mereka berketerkaitan saya juga bakal boikot Sosro McD Prima dan produk mereka lainnya.,negative
gue bisa bilang ga boikot mereka karna produk yg mereka promosiin as a BA/GA aja bukan gue sebagai target pasarnya njir alias ga bisa kebeli bukan boikot harusnya BLOCKOUT kalo mauuu ga usah hype sekalian semua idol kpop juga sih biar adil wkwk,negative
@arungbudoyo Nah ini baru bener mau boikot produk tertentu ya itu urusan pribadi dan gk perlu maksain kehendak ke orang lain apalagi sampe nge cancel orang lain cm Krn make produk yg diboikot boleh dinasehati orang yg make produk ny tpi jgn sampe main cancel2an jg udh salah jg itu,negative
@0xlade75 Coba sudut pandangnya dibalik jadi gini: Kamu yg gak ikut boikot produk-produk pro israhell itu bukan cuma mematikan mata pencaharian seseorang tapi langsung mematikan orangnya.,negative
@scenebeez_ @starfess orang sana tuh mau bersimpati apa nggak tetep susah buat gak konsumsi produknya. gak sana doang sih disini juga sama aja. sbux dah jadi lifestyle tapi gw apresiasi orang yg mau berusaha menghindari produk boikot.,negative
so dr sini aku jg bisa nyimpulin mrk promosi atau pake produk pro z jg g berarti mrk pro z kann bisa aja mrk org pro p tp emg blm ngelakuin boikot itu g semua org pro p itu g boikot produk atau layanan lohh cnthnya kamu apkh aku jg bisa nyimpulin km pro z karna pake cenblu,negative
@sbyfess Ayo rek konsisten boikot minimal produk iki sek ️🇵🇸 https://t.co/1bhSSBanHe,negative
@anonjawa @jokowi Wkwk boikot itu ya cuma ganti produk dengan produk yg tidak terafiliasi sama isrel. Alternatif kfc ada sabana rocket chicken d'besto olive dll. Pekerja2 restoran ayam pun orang indonesia juga dan malah perlu dihidupi yg lokal. Ngapain ngasianin franchise gede?,negative
 perkara boikot memboikot ini aku malah nemu produk yg lebih bagus termasuk skincare buat bayiku ada hikmahnya juga ternyata wkwk,negative
@ainascnrrmt Padahal balik ke pribadi masing² aja wkwk yang boikot ya boikot yang ngga juga yaudah... Tapi skrg yang ga boikot dijudge terus asal dia konsumsi produk yg diboikot tanpa merendahkan yg lain mah santai aja,negative
3. Bantu sebar nama artis/tokoh terkenal yang masih cuek atau bahkan kayak nantangin dengan mamerin produk yang masuk list BDS biar kita ikut boikot karyanya juga. Udah. Sesimpel itu. Jangan dibikin ribet atau malah jadi ngabisin energi buat berantem ga penting.,negative
 CW // K-POP CUYYY IDOL-IDOL YANG MENYUARAKAN TENTANG BOIKOT PRODUK ZlONIS MALAH DIJULIDIN SAMA NETIZEN KOREAH ANEH BANGET LU KORNET,negative
@nct_menfess Sender nya belum paham kah kita ini naikin HT buat boikot apa? Liat dulu yang GO sharing produk apa kalo berhubungan sm yg diboikot tegur. Semua punya hak mau boikot dari segi apapun ENTAH PRODUK KERJASAMA GROUP INDIVIDUAL atau AGENSI sekalipun semua punya Hak masing² nder,negative
 karena lagi rame ada ga sih artis/influencer di Indonesia yang masih di endorse atau terang2an pake produk yang di boikot? drop dong di rep kalo ada biar kita bisa educate dan kalo masih bebal lgsg cancel aja orangnya ,negative
star GUYS SHARE DONGGG FOLLOWERS IDOL KALIAN YANG COLLAB SAMA PRODUK BOIKOT UDAH BERKURANG BELUM???,negative
Serius nanya buat teman2 yg menggaungkan all eyes on papua karena akan ada penggusuran lahan untuk dijadikan kebun sawit. Kenapa ga mencoba/menggaungkan boikot produk/olahan kelapa sawit?,negative
gue sendiri ngeboikot unilever danone dkk yg di luar bds tapi kalo gue liat orang masih pake produk dari mrk ya gabisa gue judge jg karena siapa tau emg dia boikot bds movement aja (and it s not wrong). kecuali lu liat manusia masih makan mcd tuh baru lu maki jg halal,negative
@Sceret1234 @convomf gpp tujuan boikot kan biar nggak beli produk mereka lagi bkn berhenti pakai barang yg udh dibeli,negative
@tanyakanrl Ajakan atau gerakan boikot itu tujuannya cukup menggerakan/mengetuk nurani hati manusia biar ikutan boikot BUKAN MALAH MEMAKSA ORANG BIAR SEJALUR SAMA PIKIRAN KITA. Kalau sampe maksa bahkan ngatain Ah lu zionis pake produk zionis bla bla bla itu malah Norak.,negative
sorry to say tapi naikin ht dan nutupin biar foto ga kesebar sekedar biar idol lu ga kena hate tuh bukti nyata kalo lu semua kagak fokus ke the real issue on hand idol lu konsumsi produk yang jadi target boikot utama bds movement dan berpotensi harming gerakan tsb,negative
Karna di sini byk moots gw yg briize tolong guysss. Ini mereka udah di titik dibayar buat promosiin produk yg profitnya buat bunuh dan bakar orang secara massal. Bahkan anak2 kecil. Kita boikot mereka mereka tetep kaya kok. Gabikin mereka gabisa makan.,negative
Kalo aku pribadi selain boikot produk yang tertera aku berusaha sebisa mungkin buat gak beli produk yang terafiliasi lainnya kaya oreo lifeboy carnation dll. Aku gak mau uang ku dipakai untuk membantai manusia even itu cuma seribu atau dua ribu. Aku percaya kalau niat-,negative
Ingat-ingat daftar tadi seperti yang sudah dirilis di dalam berita ini: https://t.co/n9EbHRCVoy Demikian seperti kata Gus Ketum memboikot itu perlu. Meskipun hal itu tidak cukup. https://t.co/UQNfBoJIww Tapi minimal sudah adl'aful iman. https://t.co/vTvqXntKLO,negative
boikot tuh simpelnya yg mudah dijangkau semua kalangan ga sih? bukan berarti luxury brand ga diboikot ttp diboikot tpi kan belom tentu semua orang mampu beli luxury brand jdi bukannya lebih enak fokusin ngeboikot produk yg dikonsumsi sehari-hari(yg mudah dijangkau semua kalangan),negative
@AmbarwatiRexy Kalau perdebatan tentang mengambil sikap boikot atau tidak produk apa saja yang diboikot serta sampai di tahap apa pemboikatan itu dilakukan oke saya bisa mengerti. Tapi ini Anda menyebut genosida sebagai perang padahal dalam Statuta Roma 1998 keduanya adalah dua hal berbeda. ,negative
Terlepas dari dan tanpa mendiskreditkan pesan utamanya (boikot) Tomoro bukan produk lokal.,negative
@starfess Kpop pro Zionis nder. Kalau mau boikot silahkan boikot di mulai ga beli merch ga hype Ina itu ga streaming dan lainnya. Btw setahu gua Carat kalau member jadi BA produk gitu selalu tanya boleh di hype atau engga? Dan masuk list boikot atau engga kalau masuk ga di hype.,negative
@SammiSoh Boikot boleh demo silahkan selama ada izin lengkap. Tapi jangan ganggu orang yg cuma makan dan nyantai di restoran bareng keluarganya. Kasi edukasi kenapa produk xyz perlu di boikot. Jangan malah nyudutin konsumen dengan nyalahin mereka. Ga akan nyampe messagenya.,negative
bisa stop template ini gak ya? karena menurutku.. 1. boikot udah ga terarah lagi 2. kalo batal alo bakal bayar pinalti ke sm which is menguntungkan buat mereka 3. kita ini boikot produk bukan boikot member. jd bisa dg cara gausah beli tiket.,negative
Dana all0bank kan gak ngalir ke Isr43l trus hubungannya boikot member menolak kedatangannya ke indo apa coba? Emang ajang buat lo spread hate w4yv aja. Ampe coret2 poster wayv di allobank Pdahal yg dimaksud tujuan boikot dgn produk yg terafiliasi Zionis tapi yg di hate beda ,negative
braw! ada yang mau bantu sender isi kuesioner tentang boikot produk israel? ketentuannya mahasiswa aktif ub aja kok terima kasih sebelumnya &lt;3,negative
@tanyarlfes Dah dibuatin cara mudah tinggal boikot ga beli produk (bds) malah nyari cara lain segala boikot agensi artis org random pun kena. Hedehh ngefans aja gpp lu tinggal ga beli produk yg dia endorse njir,negative
Imbas Kolaborasi dengan Produk Boikot Pengikut Media Sosial NCT Terjun hingga Capai Angka Segini! #NCT https://t.co/6Zw4BBob1P,negative
disclaimer dlu ‼️aku udah stop beli produk yang di boikot produk yang ada di foto semuanya beli jauh sebelum adanya boikot produk‼️,negative
@DrEvaChaniago Mari jangan lupakan boikot terhadap produk Israel hanya dengan cara itu dan doa yg bisa kita lakukan untuk saudara kita dipalestina yg teraniaya allooohu Akbar,negative
Mau boikot/nggak itu pilihan pribadi tapi menurutku ga ada salahnya raising awareness soal produk mana yang terafiliasi dengan zionist. Jangan malah diinvalidasi seakan informasi itu sia-sia (seperti yang dilakukan gambar OP). Even personal boycott can help.,negative
@convomf Jangan kalah sama mak gue dia pecinta produk unil3v3r tapi dia bisa stop tu produk biar g dikonsumsi lagi dirumah karna dia tau itu produk boikot gue pun gitu gue gak bisa gembar gembor ini itu tapi gue bisa sedikit² nge boikot produk² boikot.,negative
@convomf yes mau boikot mau engga itu hak2 pribadi. Gak ada yang boleh ngejudge. Kita juga punya pertimbangan masing2 kenapa gak boikot. Lo gak bisa maksain orang buat ikutin apa yang lo mau karena jalan pikiran lo doan (contt ),negative
Ada yg buka donasi ngga ya? Mumpung momennya Kim mau ultah buka donasi palestine. Supaya Ego juga tau klo VVinie pada aware soal issue ini dan masuk concern mereka untuk menghindari produk boikot,negative
@tanyarlfes Semoga masnya bisa segera kerja di tempat lain ya. As in for me personally aku gak akan berhenti untuk boikot produk - produk terafiliasi sampai entah kapan. Apakah sampai genosida ini selesai atau bakal terus lanjut? Idk. Semangat buat masnya!,negative
@convomf mungkin karena petingginya yg problematik terus jg lagunya kurang masuk dikuping gak seperti lagu lagu sebelumnya &amp; dia juga promosiin produk boikot terang-terangan di MV terbarunya. makanya casual listener mereka berkurang,negative
((Engga perlu boikot semua produk. Fokus brand luar aja)) sorry ya. Produk lokal yang ketahuan pro isn treal wajib diboikot juga.,negative
@tanyakanrl Jujur ya...aku lama-lama males ngurusin boikot-boikotan gini kalo endingnya ngebully orang² yg pake produk boikot. let them be lah.,negative
@convomfs Membantu palestina boleh tapi jangan sampe menyengsarakan diri sendiri demi membantu orang lain. Perhatian ke pelastina boleh tapi jangan lupa perhatian sama orang lain disekitar kita gak semua orang dalam kondisi mampu buat boikot beberapa produk. Mengingatkan bkn memaksakan,negative
 produk makeup apa aja ya yang kena boikot?,negative
@hi_gee070707 Ajang boikot nih baik kalau sesuai tujuan. Masalahnya nih pada keluar dri tujuan kak dan kek cuma ikut2an aja. Dikit2 masukin base dikit2 masukin base. Boikot cukup boikot produk dan collab nya bukan jdi ajang hate member satu dgn yg lain...,negative
Dari sekian banyak mungkin ada juga Koorlap demo boikot produk Israel kemarin ,negative
Boikot mah boikot aja gue juga gak ngelarang. Tp jgn sampe usaha anak JYP jadi ga keliatan. Mereka diem tapi gerak loh malah felix stray kids lgsg minta maaf karna minum produk yg diboikot. Hargai usaha mereka yg smsm tidak berdayanya kayak kita. They didn't have freedom u know,negative
@YustineMelinda @tanyakanrl nah itu yang mancing fansnya buat mereka speak up karena mereka memperlihatkan kalo mereka konsumsi produk boikot padahal kalo gakmau boikot gapapa asal jangan dipamerin,negative
@CVhetin @_mardial_ Gua ttp ga peduli ama konfliknya dan udh mulai geli sama kaum ini semenjak public figur yg ga ikutan boikot/beli produk boikot dianggep kriminal dan liat ini jd tambah geli,negative
@flloursie @starfess Nct Ive baby Monster stray Kids blackpink dll juga kerja doang kan tapi mereka juga kena boikot karena mempromosikan produk yang di boikot,negative
@sehatAQUA Tapi jangan cuma boikot Danone Aqua doang. Boikot juga yang lainnya!!! Buat yang masih bingung boikot apa aja boleh dicek daftar boikot yang udah dikeluarin YKMI di sini. Gak cuma Danone Aqua Free Palestine 🇵🇸 @sehatAQUA https://t.co/tb9IKRp8iX https://t.co/vnsBamm1qP,negative
Orang2 Palestinanya sendiri punya list boikot yg udah dirangkum sama BDS. Orang-orang Palestinanya sendiri masih butuh sosial media supaya suara mereka tetap bisa didengar. Kalo Twitter ditinggalkan Propaganda zionis menang. Boikot produk itu untuk menimbulkan kerugian dr sisi ,negative
@starfess Kalau nanya ini produk lanĉome dukung zionis? iya termasuk tp setahu gw yg jd target boikot utama itu produk2 ini https://t.co/XW4LusqpvR,negative
Bofurinfess memboikot official art wind breaker yang kolaborasi dengan B*rg*r kills DILARANG MENGIRIM MENFESS ART TERSEBUT Terimakasih ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH 🇵🇸Free Palestine🇵🇸 🇵🇸Boikot produk yang terafiliasi Israel dan sekutunya🇵🇸,negative
@polisiidol2nd Sedang melihat fans jeketi dan fans nct yang idolnya pake produk boikot yaitu starbucks dan nivea. Sejauh ini 800k followers nct sudah turun. Kita tunggu fans idol ibukota,negative
Jends rekomendasi pizza di pwt yang enak dan bukan produk boikot,negative
 saranin shampoo yang gk dibawah naungan produk boikot dongg,negative
Open discussion aja ini mah: 1. Keberpihakan kita untuk humanity ada banyak cara bukan dengan ngerusuh atau memaksa Allo membatalkan WayV as GS. 2. Boikot produk gak cukup memang boikot member juga bisa dengan hal lain yang tidak merugikan orang lain yang tidak bersalah.,negative
@starfess YEORUBUN siapapun model atau orangnya yg mengiklankan produk zionis harus ikut boikot apalagi klo udh diingatkan berkali2. Ini samasekali gabisa dibenarkan ini genosida! kecuali memang udh terikat kontrak yg lama ofc jangan dihype. Syukur2 mereka menolak dg tegas brand zionis,negative
@yesannewhat @127centric sorry to say ya emng impact mereka gede tapi lu jg gak bisa maksain semua orng buat speak up secara terang2an perkara isu ini sama aja lo naruh ekspetasi terlalu gede sama idol lu... tujuan awal adalah boikot produk biar gak makin rame dan kita usaha buat peringatin sm.,negative
@nctzenbase Nder.. as long as bukan produk nct x sbux yg skr lgi kita boikot mah bebas nderrr duid2 lu jugaaa Inget.. kita ini boikot akrifitas kollabnya.. bukan personal artisnyaa ,negative
@miloangettt @convomf Yes that is. Kalau udah kebutuhan barang primer sampai tersier kalau gk ada pengganti pada akhirnya kita menggunakan produk itu juga. Ini membuktikan kita gk bisa lepas dari campur tangan negara lain. Urusan boikot atau gk itu preferensi individu sebagai cerminan pribadi,negative
@Miafangirl1 @ohmybeautybank Kalau mengacu ke fokus utama BDS memang gak ada Kak yg di list BDS itu adalah list yg udah pasti ngefek ke ekonomi Israel makanya di encourage untuk fokus ke brand tsb kalo mau boikot produk lain diluar list BDS yg emang udah proven terafiliasi boleh aja Kak itu kembali ke ,negative
Betul Jadi sebenernya pilihan masing-masing aja. Aku juga focus boikot produk BDS.,negative
kesel bgt kalo bilangin orang ttg produk boikot terutama mekdi starbak trs jawabannya mereka kan udh bikin statement klo ga affiliate sm pusatnya mereka pro palestine mereka donasi blablabla ,negative
*Acara di salah satu channel TV ternama di Indonesia *Ngeliput kondisi di Gaza *Break iklan *Ngiklan salah satu produk yg masuk daftar boikot,negative
@PartaiSocmed emang ada kaum boikot yang berani boikot produk teknologi?... sejauh ini baru fnb sabun shampo makeup aja sih,negative
@danzoff @katanyasihgitu7 @kuitteun @Mooncalfdung Kalau alasennya kasian karyawan Misal nih kita boikot masyarakat beralih ke produk fried chicken LOKAL (ex: OTI SABANA dll) demand tinggi = produk lokal buka cabang dimana-mana = buka lapangan kerja kasih kesempatan ex pekerja yg terdampak boikot gitu ga sih?,negative
@polisiidol2nd Kalo jeketi lagi promosi produk boikot kata gua jgn di hype sampe mereka putus kontrak,negative
@IndraWCS321 @Cowwaaaigg @convomf slh satu dr poinnya dia sih nder dan dia nyantumin pic caption kan katanya orng ya ngeboikot ini munafik krn ga seluruh produk diboikot. Kenapa sampai gitu? udah lah ga boikot ngatain orang munafik lagi. It's because they don't have such empathy here. That's the thing,negative
guys reply dengan gambar/foto ajakan boikot produk isriwil dong aku mau update snapgraem karna mutualku udah banyak yg lupa boikot ,negative
ga beli baju makanan dan produk fisik tuh gampang bgt tp mau boikot spotify ini berasa berat bgt yaallah tp memang shrusny...,negative
@exclusiveedav @tuisney @lisafeca @KampusUpdate @tanyakanrl Sungguh aneh Kecuali miawaug terang2an pakai produk itu atau iklanin. Mungkin baru boleh marah Kayak artis kpop jg gak boleh ngmngin politik agama dll. Bukan berarti mereka jg ga peduli kan We never know sapa tau dia sumbang atau boikot merk2 itu Ngeri bgt netizen,negative
kpopers kalo idolnya ketauan konsumsi produk boikot langsung nyenggol idol lain di base malah jadi baku hantam antar kpopers berkedok (( pro palestine )) heran gue lama-lama. btw yang gue tau suho pro palestine kemarin sempet ikut donasi gatau yang lain.,negative
Anak monyet dikasih nyawa gini nih padahal taeyong nya aja lagi wamil. Gara2 agensi tolol taeyong yg udh ngindarin produk boikot harus kena apes nya #freetaeyong #nctdisband,negative
@kikooott @tanyakanrl Bisa jadi strategi memaksakan buat hujat artis dg istilah STANDAR GANDA BUZZER ISRIWIL. Semacam adu domba. Biar ada respon kalau kyk gitu jatuhnya ngebully artis/produk. Pdhl ARTISNYA juga DG BANGGA PAKAI PRODUK berafiliasi GENOSIDA. Mungkin buat ngeredupin gerakan boikot.,negative
@DrEvaChaniago Aamiin YRA. Salut buat Bu Dokter. Tetap boikot seluruh produk yang terafiliasi israhell dan sekutunya yang laknatullah. Semoga UMKM kita tabah maju dan semakin terdepan. Aamiin YRA. #FreePalestineRightNow #FreePalestineRightNow #WeWantPalestineToBeLiberatedFromIsraelAndItsAllies,negative
@itsdreampage @enginafess cola cola ga masuk list boikot bds jdi fokusnya nya ke produk yg masuk ke list itu aja dan selain itu sifatnya PERSONAL.,negative
@sheyylopleeknow sumpah kan. maaf maaf aja ya. aku gamau pakai issue di buat war tapi maksudku kok bisa segampang itu ngecap orang pro monyet? masalahnya doi ga ada bilang juga. kalau dibilang pro monyet karena minum sb apa kabar yang collab sama produk boikot? apkh mereka pro monyet jg?,negative
 Lo belum bisa tuh boikot beberapa produk knp sekarang giliran Nct segini nya? Yes betul gw masih pake bbrp produk kaya Garnier dan perfume Zara krn gw memang butuh tapi seenggaknya buat yg lain gw ada usaha buat boikot terutama terkait IDOL gitu say,negative
@hotddeok @tysperm @tanyarlfes org² yg beli mcd pun gada kepikiran saudara yg kerja di mcd palingan. emg dr dulu mereka kecanduan aja sama produk junkfood nya mereka. kalau ada yg blg lebih kasian palestina trs seruin aksi boikot aja mencak2. pdhl ga boikot alasannya krn emg gabisa ninggalin tu junkfood.,negative
cb tanya ke hati kecil u yg masih makan produk2 boikot adakah terbesit 'gue beli ini biar karyawannya ttp sejahtera' ??????? u beli sndiri buat perut u sndiri. lagian kl u boikot bs aja umkm&amp;produk lokal lbh maju&amp;buka lapangan pekerjaan baru bjir,negative
Beri tekanan pihak serang Palestin apa jua cara termasuk boikot produk kait Israel. Pengarah Sekretariat Majlis Ulama ISMA (MUIS) Syamil Esa menjelaskan ia bukan soal ekonomi namun ia berhubung isu jati diri umat Islam dalam mempertahankan rakyat P4lestin di G4z4. https://t.co/qt388NCbuJ,negative
REMINDER BUAT BLINK JANGAN DI HYPE YAA KARNA PUMA MASUK PRODUK BOIKOT!,negative
@floweroadsz Jadi mau yg udah speak up atau belum atau sekedar prihatin di vidcall aja ga ada yg salah itu pilihan mereka buat ber sikap dengan semua keterbatasan yg mereka hadapi. Jadi better FOKUS di tujuan utama boikot collab produk dan aktivitas mereka. Tanpa nge hate dan adu banding,negative
@gilang_ahm31272 BOIKOT PRODUK ISRAEL https://t.co/w14XyWoNQz,negative
Allahuakbar :( demi allah guys kalian kalo sampe nggak boikot-boikot produk zionis kataku bajingan sih. Itu satu-satunya hal yang bisa kita lakukan disamping kita jg spread the awareness ke sesama kita tentang apa yang terjadi di Palestina.,negative
Sumpah gedeg banget sama Israel. Dia sekarang nargetin Rafah yang dimana tempat pengungsian. TOLONG DONG AYOO TETEP BOIKOT PRODUK YANG BERHUBUNGAN SAMA ISRAEL INI BUKAN TENTANG AGAMA TAPI KEMANUSIAAN. JIKA KITA GAK BISA PAKAI UANG MENDING BOIKOT DEH PRODUK ISRAEL,negative
@indnini1945 @polisiidol2nd Si poldol kurang research njir sejauh ini nivea kena efek boikot ntah karena apa tp g ada data soal induk perusahaannya pro isrl atau enggak produk abu2 gini main teriak boikot aja poldol,negative
ugm_fess buat orang2 yang belum boikot produk yang support israhell SUPER MEGA JUMBO GWS,positive
Boikot masyarakat Indonesia terhadap produk terafiliasi Israel dinilai perlu cermat. Sehingga dapat akurat mengidentifikasi apakah produk terkait benar-benar terafiliasi. #Boikot #Israel #Palestina #MedcomId https://t.co/ZYbi2XsjUI,negative
@_ooseok @starfess kak sorry ya tp dengan dia jd BA aja tuh ada tujuan untuk mempromosikan produk boikot itu. gimana caranya mau boikot cuma fokus ke produknya kalo di satu sisi ada org yg dibayar untuk melemahkan pergerakan boikot itu dan menaikkan penjualan si produk? paham ga,negative
 maaf nanya disini mau nanya rekomendasiin moisturizer yang ada kandungan vit C dong selain grnier soalnya aku mau boikot produk ini. makasih,negative
Bedakan antara boikot produk dengan sweeping ya Bun. Di konoha ga cuma pejabat yang korup dan doyan menindas rakyatnya juga mau bela negara tertindas malah ngambil jalur sweeping menindas kebebasan rakjel yg ga melanggar hukum. Pinter ya Bun. Sekolah ga dulu?,negative
@YustineMelinda @tanyakanrl kalo menurut gue mendingan diem karena tau kapasitasnya sebagai seorang vtuber games/reviewer daripada sekalinya koar koar malah blunder. selama gak pamer produk yang di boikot gak akan terlalu mancing komen fansnya buat speak up karena ga bakal pada ngeh jadi bisa buat diem aja,negative
Ini mah lu pada yg benci kpop/bts dah kayaknya wkwkwk Waktu itu Indonesia belum gencar informasi tentang genosida disana gue pun saat itu masih makan produk zionis karena pure gak tahu. Mulai per oktober kemarin mulai masif kan tuh boikot dan udah melek dan join BDS.,negative
Gue biasanya klo temen gue konsum produk boikot gue tanya kamu tau ga produk ini diboikot? Trs dia jawab tau trs kami adu argumen gue kadang kaya udah cape yg penting udah ngasih tau. Tapi tdi Kaka sepupu gue makan KFC depan mata gue gue pengen nangis,negative
ATINY JANGAN LUPA UNTUK TETAP BOIKOT PRODUK PRODUK PRO ISR43L DAN TERUS MASS EMAIL KE KQ TENTANG BDS (Boycott Divestment Sanctions).,negative
Santai aja ini cmn edukasi ke masyarakat kalo next step boikot produk adalah boikot orang yg endorse produk. Gaada kebencian apalagi sesama muslim. Org2 yg ketrigger benci ya berarti kurang paham konteks,negative
Biarlah orang nak boikot atas alasan apa pun. Duit diaorang suka hatilah nak ke tak nak beli produk korang. Tiba nak gaslight pelanggan yang boikot produk kau sampai kau hampir rugi lol. Apasal dulu tak kisah kritikan orang? Sekarang padanlah muka.,negative
@nct_menfess Guyss kita emang harus menyuarakan kemanusian kita kepada saudara muslim kita tapi kalo caranya kalian malah hate orang itu sama aja kalian juga bodoh dan salah kita cukup boikot produk nya aja ga perlu harus sampe hate yang bahkan renjun lagi sakit guys tolong berpikir jernih,negative
Selain beri dukungan suara untuk warga di Palestina peserta aksi All Eyes on Rafah juga mengaku sudah ikut aksi boikot. Mereka beralih dari produk-produk yang masuk daftar boikot. https://t.co/GQYZLksf2V,negative
@orangimud @undipmenfess Yes! Boikot terstruktur menurunkan saham &amp; pendapatan perusahaan tujuan otomatis menurunkan biaya bantuan pelaksanaan genosida yg sedang berjalan. Dampak positif lainnya produk lokal juga jadi makin naik di negara sendiri. Langsung 2 hal baik sekali jalan! Pelan tp pasti kak!,negative
@tanyakanrl Teruntuk mbak yang di video maaf bukan saya sombong. Tapi saya kerja di perusahaan supplier ayam karkas terbesar untuk mensuplay ke keefci saya pun ikut boikot produk tersebut kok.. Dan saya tau perusahaan tempat saya kerja. Lagi banyak rugi karena efek ini ,negative
Boikot McD tapi promote produk hasil kilang MacFood. Math is not mathing somewhere here. Hahah. MacFood had nothing to do with that Sebab tu jangan boikot MEMBABI BUTA. BoikoTLaH DeNgAn iLmU,negative
@starfess Udah jelas jelas suho pro palestina dia terang terangan bikin video ajakan buat dukung palestina. Sbux di konser suho ga jelas itu punya siapa &amp; dia sama sekali ga ngepromosiin produk boikot https://t.co/EwTC4rdDW8,negative
@starfess kalo ada yg masih menyangkal bla bla bla ya berarti lu milih buat boikot idol padahal dah jelas tuh produk masuk dalam list arahan bds,negative
Boikot itu artinya gak beli cuekin anggap produk itu non-existent. Ini sih sama aja kayak preman grudag gruduk ganggu orang. Sori makin lama aku makin eneg dgn gerakan boikot kampungan kayak gini. Malah makin punya motivasi utk ke starbak.,negative
@tanyakanrl ini ada yang komen mendang mending bandingin sama bang windah menurut gue sih sama aja ya dua duanya juga pernah kerjasama sama oreo yg dimana itu di produk boikot. mau masalah diluar konteks genosida ini? windah buat section crypto di discord yg isinya bocil,negative
Pllis isinya bukan konten artis semoga gpp tolong yg sub bubble anak² bantu ingetin soal boikot dong. Setauku disney emng bukan yg diboikot massive kyk produk sebelah tapi lebih baik kan tetap diingetin. Aku baby plli gak tau dia aja yg suka ajak movie date atau (cont..) https://t.co/b5gG4pcdsR,negative
Guys udah berapa lama boikot produk yang dukung Israel? Dan apa aja? Spill di komen biar kita bisa boikot bareng-bareng! ,negative
