created_at,full_text,Sentimen
Fri May 31 16:25:14 +0000 2024,Baca artikel detikpop NCT Kolaborasi dengan Starbucks #TAEYONG Getol Serukan Boikot selengkapnya https://t.co/nizHcGrojf,Netral
Sat Jun 08 23:09:11 +0000 2024,Aksi Geruduk Starbucks dan Boikot Produk Israel Bos Ritel: Bisa PHK Massal https://t.co/WStBzLq9r5,Netral
Fri Jun 14 00:41:16 +0000 2024,Starbucks ini amazing bro. Ini perusahaan bisa ngejual kopi 3x lipat harga pasaran tapi laku keras tiap daerah. Bahkan karna masalah boikot ini pun masih ada yg banyak beli. Gk heran gaji karyawannya tertinggi wong marjinnya segede itu,Netral
Wed Jun 12 09:09:32 +0000 2024,Boikot Israel dan Geruduk Starbucks Cs Waralaba Merugi Picu PHK Massal https://t.co/eFumVmqHSI,Netral
Sun Jun 09 05:00:34 +0000 2024,Aksi Geruduk Starbucks dan Boikot Produk Israel Bos Ritel: Bisa PHK Massal https://t.co/hqM7NHt22O,Netral
Wed Jun 12 07:19:01 +0000 2024,@bukanrangbaik @bayuamus kalo dari sekitarku yg sama sama kristen sih bukan karna kedoktrin agama ttg israel umat Allah melainkan pd muak ngajak boikot berlebihan (ky video mba msk ke starbucks trs ngusir gt) dan akhirnya temen ku jd kurang peduli soal boikotan,Netral
Wed Jun 12 09:56:39 +0000 2024,halah biasanya cuma ngopi sachetan saja kok mau boikot starbucks? knp gak boikot internet/medsos? @sakkusaitna @Tita83079013 @agama_nusantara @BayuAngora @spektrumku @Valhallaah @Jelantik5 @bnsphrxyzzz @RefublikAteis @helenr1903 @Kappa_2023 @PaijoKhentir @_chris_ting_,Netral
Fri May 17 10:41:15 +0000 2024,Komen ni nampak critical tapi dangkal. Tak boikot semua sebab kita boikot secara pragmatik. It s not about boycotting ALL. Kita boikot McD dan Starbucks bukan sebab duit pergi ke Israel tapi sebab diorang tak boleh kondem Israel and the genocide.,Netral
Fri May 31 02:10:09 +0000 2024,Leader NCT Angkat Bicara Soal Seruan Boikot Kolaborasi dengan Starbucks https://t.co/ODU4eQUFDs,Netral
Sun Jun 09 01:16:23 +0000 2024,Saya scr personal boikot Starbucks krn sikap mrk thdp Unionnya. Meski tidak masuk list BDS sy tetap boikot. BDS memasukkan kriteria Starbucks &amp; Zara sbg boikot organik yg datang dr grassroot. Artinya mrk tidak menjadikan sbg target utama tp mendukung langkah boikotnya.,Netral
Sun Jun 09 02:18:55 +0000 2024,@feedemady @MGodden21 BIDUANNYAN PADA TAKUT,Netral
Wed Jun 05 01:48:32 +0000 2024,Alasan boikot Starbucks: 1. Mahal. Dah sih itu aja. Kopi lokal lain yang tempatnya lebih enak dan harga lebih murah juga banyak. Yang lebih mahal juga ada 2. Ga ada makanan besar. Udah gitu balik ke poin satu. 40rb di tempat lain dpt nasi goreng,Netral
Sat Jun 15 07:49:51 +0000 2024,@Mdy_Asmara1701 mana ini yg kmarin ikutan triak triak free palestine ? yg ikut ikutan boikot Starbucks McD ?? brangkat lah ... masa iya gak brani ??? cm brani di negara sendiri ???,Netral
Fri May 31 07:41:52 +0000 2024,Sebenarnya ini juga mirip sama starbucks sih kan mereka ga kirim bantuan cuma buruh union aja dia awalnya bermasalah sama yg berkaitan dengan Palestine sama kyk spotify yg milih netral? Tapi kita tetap boikot starbucks,Netral
Sun Jun 09 07:19:49 +0000 2024,boikot mcd/starbucks adalah aksi tergblok sepanjang masa,Netral
Wed Jun 12 10:45:31 +0000 2024,@AmbarwatiRexy Benar jg. Di copy paste org lain eh ngamuk2. Makin kesini boikot ini makin aneh. Mudah2an bukan krn persaingan bisnis atau pesanan. Mudah2an loh ya. Ngopi ah ke Starbucks. Enak sih kopinya walaupun mahal.,Netral
Mon Jun 03 06:40:27 +0000 2024,@tanyakanrl Jujur ya mau urusan boikot apa ga starbucks itu kopinya ga enak dan harganya overpriced. Uda gitu kadar gulanya itu loh nauzubillah.,Netral
Fri Jun 14 11:14:41 +0000 2024,@Hamaspesek Bro pikir dengan memukul pengunjung starbucks tersebut akan mengurangi penderitaan yang dialami oleh warga palestina I mean don't get me wrong gw setuju dengan boikot produk² semacam itu. But i can never tolerate any act of violence ‍↔️,Netral
Thu May 30 02:42:47 +0000 2024,@starfess Speaking as svt fans myself Hoshi pernah ngepost starbucks di wv pas mass boikot yg rame kemarin tp setelah itu semua members udh ga pernah lg keliatan minum kopi zionists pindah ke kopi lokal dan ga pernah endorse brand zionists di bidang makanan kek mekdi gitu2 mereka nggak,Netral
Wed Jun 12 16:03:03 +0000 2024,Tanpa boikot pun banyak coffeeshop yg lebih worth it dari Starbucks. Ini listnya (alphabetical &amp; masih nambah) 1. Bagikopi 2. Blue Doors 3. Fore 4. Kozi 5. Indomaret Point 6. Little Contrast 7. Makmur Jaya 8. Noah's Barn 9. Smiljan 10. Wheels 11. Tuku,Netral
Thu Jun 13 09:49:43 +0000 2024,@saidiman Lha kenapa ga lu tanya ke Starbucks aja ngapain ikutan masuk ke konflik timur tengah? https://t.co/lc2CyK99Oo,Netral
Mon Jun 10 06:49:00 +0000 2024,Nampaknya @GrabMY masih degil tak nak address masalah driver sidai customer ni. Haritu dengan aku dia kata nak buat sesuatu. Tapi masih terjadi ni maksudnya tak buat apa-apa lah tu. Boikot Grab macam korang boikot Starbucks. Come on. Cc @DeanOrDeen,Netral
Tue Jun 04 22:33:45 +0000 2024,boikot starbucks itu boleh tapi kalo sampe ngata-ngatain yg ga boikot kafir berarti anda pasti blom pernah ngopi di starbucks,Netral
Sat Jun 08 04:49:41 +0000 2024,@luckylucky0971 Viral makin banyak orang malas ke Starbucks. Starbuck makin dijauhi pengunjung. Aksi boikotnya makin sukses. Makanya menurut gw sih orang-orang yang memviralkan kasus kayak gini sebenernya mendukung boikot sih. Hamdalah ,Positif
Mon Jun 03 06:20:01 +0000 2024,Orang yang duduk dan tetap konsumsi Starbucks itu bukan ga paham situasi yang terjadi sekarang. Masing2 kan punya pilihan? Kalau modelan nyuruh boikot begini sih bikin ilfil.,Netral
Mon Jun 03 10:01:38 +0000 2024,Arus Lepas di Saham Mitra Adiperkasa (MAPI) dan Boikot Starbucks https://t.co/oEFu5QgGgE,Netral
Fri May 31 02:07:35 +0000 2024,Update! Saham SM Entertainment Jeblok Usai Fans K-Pop Serukan Boikot Kolaborasi NCT dengan Starbucks https://t.co/IqNsl4zopk,Netral
Sun Jun 02 23:56:34 +0000 2024,Penggemar NCT Kirim Truk Bertuliskan Boikot ke Toko Starbucks di Korea Selatan https://t.co/w8Jhfvmk2x #beritasatu #news #berita,Netral
Tue Jun 11 20:44:38 +0000 2024,@bayuamus Tapi ini bukanya muncul karena aksi boikot yg berlebihan ya? Yg sampe ngerusuhin orang yg gaikut itu dan yg waktu itu jg sempet viral tereak² gajelas di starbucks?,Netral
Sat Jun 01 11:20:56 +0000 2024,sempet bingung dikit liat twit org indo yg viral kmrn soal posting story ttg boikot pake bhs korea trs ada kenalan org koreanya reply oh no aku sering bgt beli starbucks lg kyk masa iya sih sebuta itu? korea masif gini kok protes di jalanannya ,Netral
Sat Jun 15 10:05:09 +0000 2024,Boikot Israel dan Geruduk Starbucks Cs Waralaba Merugi Picu PHK Massal https://t.co/acouKrQIJF . ',Netral
Thu May 30 03:33:35 +0000 2024,Rilis Produk Kolaborasi Bareng Starbucks Fans Serukan Aksi Boikot SM dan NCT https://t.co/4idwO91NDp,Netral
Tue Jun 04 02:59:21 +0000 2024,Viral! Gerombolan Wanita Masuk Starbucks Menyerukan Boikot Berhasil Curi Perhatian Netizen https://t.co/8u39yMsjJv,Netral
Sat Jun 15 06:00:39 +0000 2024,Boikot semua kerja orang miskin. Yang kaya tiap hari posting pasal Palestin pun apa kisah janji masyuk. Takyah kutuk. Baik kutuk yang makan McD minum Starbucks ye tak?,Netral
Wed Jun 12 16:02:32 +0000 2024,@spinalriver Baru dikibulin starbucks aja dah pd luluh apalg dikibulin dajjal yg bisa hidupin org mati. Pst lgsg jd pengikutnya deh. Btw starbucks ga semiskin itu krn di boikot. Aliran dananya dri elite2. Jd mari tetap boikot,Netral
Sat Jun 15 10:56:04 +0000 2024,Aku dulu kerja pasti dari starbucks. Jam 10-5 sore tet... Setiap hariiiiiiii.... Sekarang dah berbulan bulan gapernah. Selama fase boikot pernah kepepet sekali beli sparkling water. Percaya deeh Boikot ituu berdampak!,Netral
Fri May 31 01:55:40 +0000 2024,Agak kaget sih buka trending #IndonesiaTolakAllobankWayV tuh siapa yg ngide ?? Hey kita tuh boikot yg kerjasama starbucks ya BUKAN semua kegiatan ikut diboikot. Dan jg lagi kenapa jd buat ajang punching gini sih. Mesti tau dulu deh tujuan sama arah boikotnya apa,Netral
Thu Jun 13 02:10:51 +0000 2024,4 Alasan Memboikot McD dan Starbucks untuk Melawan Zionis itu Harusnya Mudah Dilakukan #TerminalMojok https://t.co/5EjyqektPH,Netral
Sat May 25 11:57:44 +0000 2024,Macam skrip sama nak boikot starbucks yearsssssss ago je sejak bila ntah starbucks Malaysia ada rasberry bagai nikan pulak tealive air semua teh susu,Netral
Sat Jun 15 10:51:56 +0000 2024,@georgia_mis @fullmoonfolks gue dari sering beli jadi berenti sih ngomongin boikot nya sebatas di internal pertemanan dan kelurga aja selebih nya sering nolak pake cara lg ga pengen starbucks atau mcd atau apa lah itu soalnya gak mau ribetin diri sendiri kalo misuh2 wkwk,Netral
Mon Jun 10 14:46:11 +0000 2024,Terimbas Aksi Boikot Starbucks Indonesia Tegaskan Tak Beri Dukungan Moneter ke Pihak Israel https://t.co/6SVq3J7DAU,Netral
Thu Jun 13 05:06:24 +0000 2024,@faizgoro @sisthaaaaa @djancyuk Oh gitu ya kak? Jd mengikuti BDS kalau boleh tahu berdasarkan apa ya BDS menentukan produk2 yg harus di boikot? Misal kenapa starbucks terutama starbucks indonesia di boikot?,Netral
Fri May 24 03:33:05 +0000 2024,BFood rugi bersih RM29.76 juta pada suku ketiga susulan boikot Starbucks https://t.co/DRAtH9iXdW #EKONOMI #Kewangan #Korporat,Netral
Tue Jun 11 19:19:15 +0000 2024,@jasonhelmreicht im not defending nor a part of that protest. poin gue cuma STARBUCKS LICIK karena telah memanfaatkan kejadian itu (yang notabene bikin reputasi gerakan boikot jadi jelek) sebagai bahan guilt trip customer into thinking that their baristas are victims of this movement-,Netral
Tue May 28 15:24:22 +0000 2024,Teruskan boikot @sehatAQUA @Danone @McDonalds_ID @kfc @SbuxIndonesia @Starbucks @coca,Netral
Fri May 24 01:45:18 +0000 2024,Kerugian BFood RM29.76 juta pada 3QFY24 disebabkan oleh boikot Starbucks. - https://t.co/5zNNqhDC43 Baca lebih lanjut: https://t.co/mOfB06xmPN,Netral
Tue Jun 11 04:28:56 +0000 2024,kopi lokal tomoro enak bangetloh apa susahnya boikot starbucks anj gua lebih milih tomoro karna lebih enak tomoro asli banyak kopi lokal enak padahal,Netral
Wed Jun 12 13:05:00 +0000 2024,@meinmokhtar Kalau dia mintak McD Starbucks KFC beli jelah bang boikot atas dasar kemanusiaan bukan atas dasar halal haram. Kalau dia mintak babi ke arak ke ha itu tak boleh lah sebab kita boikot sbb haram bukan kemanusiaan. Dapat kan apa yang aku sampaikan?,Netral
Wed Jun 12 05:00:57 +0000 2024,Harga gigi saing2 starbucks tapi starbucks kalau minum puas hati. Tapi kalau compare lepas boikot. Even starbucks cheaper dah.,Netral
Sat Jan 20 01:51:49 +0000 2024,Wow baguslah rame² boikot pizza hut,Positif
Wed May 01 04:27:23 +0000 2024,Dampak boikot Pizza Hut rugi 58M di Q1 2024 para karyawan yg mayoritas Muslim jujur terancam PHK tapi peluru Israel tidak habis2. Pengangguran yg tereak2 boikot pada nyantai dirumah tidak mikirin nasib para karyawan ini. https://t.co/lgJlzUjTCR,Netral
Thu Mar 28 08:20:35 +0000 2024,pizza hut di boikot aoa ga sih?,Netral
Wed Mar 06 12:08:30 +0000 2024,Masih boikot: Sbux Pizza hut Burger King BBW Ngaku dikit kemaren stres banget dan butuh tempat akhirnya ke mekdi... hiks. Tapi yg lain masih koo~~ Pizza nemu Cheese n Dough yg keluaran korea enak juga!,Netral
Thu May 30 03:40:36 +0000 2024,pizza hut di boikot... pizza nya enak pdhal hiks dasar isriwil jancok ,Netral
Mon Apr 22 12:11:11 +0000 2024,Babe Haikal Klarifikasi Video Nongkrong di Pizza Hut: Jangan Salah Boikot https://t.co/l7RsafzHdf,Netral
Fri Apr 26 07:19:34 +0000 2024,udah berapa harian ini dikasih produk makanan boikot semua mcdonald sbucks pizza hut krispy kreme sama orang-orang kantor mungkin ini alasannya gue dikasih radang tenggorokan biar ada alasan utk gak nyobain,Netral
Wed May 29 03:30:11 +0000 2024,Tiktok emg aplikasi kandang monyet yaa. Masa komen boikot di video pizza hut dibilang fomo,Netral
Tue Apr 30 05:34:07 +0000 2024,Kalian yg boikot Pizza Hut dan Domino's Pizza kalau beli pizza sbg pengganti dua perusahaan itu beli di mana?,Netral
Thu May 02 15:33:24 +0000 2024,sebelum boikot aku tuh beli pizza hut bisa seminggu 2-3x di satu cabang. setelah boikot aku jadi ganti beli di 4 umkm berbeda yang jual pizza. alhamdulillah rezekinya jadi lebih tersebar,Netral
Mon Jun 03 13:09:06 +0000 2024,so far brand yg udah secara konsisten gw boikot dan semoga selalu konsisten: - nestle - starbucks - pizza hut - kfc - mcd - burger king masih akan terus pelan pelan boikot yg possible buat diboikot,Netral
Thu May 02 07:15:00 +0000 2024,Ramai-Ramai McD Pizza Hut Starbucks Lapor Bisnis Turun Dampak Boikot? https://t.co/1YWXX8AOke,Netral
Sat Apr 06 23:48:40 +0000 2024,Baru sekarang tau Ayamas dah tutup... KENAPA LA TIME BOIKOT KEPCI PIZZA HUT PRO ZIYONIS DIA PERGI TUTUP??? HAMPAGAS BETUL LA MASA MCM NI LA PATUT FOKUS JENAMA LOKAL BONGOK TAK HABIS2 BETUL LA EEEIII ‍️‍️,Netral
Fri Jan 19 20:53:16 +0000 2024,Sudah pasti boikot Pizza Hut,Netral
Fri May 10 08:47:37 +0000 2024,ini keluhan gue dr sblm jaman boikot... kenapa dominos... ama pizza hut... menunya banyak bgt... pdhl mereka bisa bikin 1 menu per size trus kita disuruh centang varian topping sama crust... apa gue aja yg jadi ceonya... biar langsung dukung palestine juga...,Netral
Tue May 28 08:18:02 +0000 2024,pizza hut tuh produk boikot kan?,Netral
Thu Jun 13 07:12:37 +0000 2024,Teruskan boikot KFC dan Pizza Hut.,Netral
Thu May 30 12:01:29 +0000 2024,Ada yang tau ga ya pengganti pizza hut apa.... soalnya kdg pengen banget pizza cuma dua-duanya boikot ,Netral
Tue May 28 08:19:33 +0000 2024,domino sama pizza hut kan lg boikot ya terus beli apa yaa lagi bm banget pizza :),Netral
Tue Jan 30 21:01:37 +0000 2024,Dahsyatnya Solidaritas Pro Palestina Boikot Produk Pro Israel KFC Pizza Hut Krispy Kreme dan Hardee's Mulai Terdampak https://t.co/M9RsnApsJf,Netral
Thu May 02 10:41:52 +0000 2024,Pizza hut itu sudah bertahun2 selalu merugi sebelum boikot Makanya dulu sebelum pandemi pun mereka sampe jualan pizza dipinggir jalan pake motor Lu pikir itu karena apa?? Kalo mau hasbara mbok ya jangan tolol tolol,Netral
Thu May 09 15:52:44 +0000 2024,di keluargaku kalo ngerayain sesuatu selalu ke pizza hut semenjak boikot mama belajar bikin pizza sendiri (dan enak btw). kalo ponakan ke rumah biasanya dibeliin mcd atau burger king semenjak boikot mama rajin masak buat mereka. boycott is easy if you want to.,Netral
Wed Jun 05 03:58:33 +0000 2024,Boikot itu tidak membeli produk Pizza Hut bukan memaki-maki pegawai Pizza Hut tidak bersalah yang berusaha mengais rezeki di tengah-tengah lapangan kerja yang karut-marut,Netral
Tue Apr 23 11:20:35 +0000 2024,Kerugian Pengelola Pizza Hut (PZZA) Semakin Dalam Akibat Boikot https://t.co/InUe2ZQHuP,Netral
Tue Apr 02 21:29:07 +0000 2024,Sebenernya dulu mekidi keepsi pizza hut tu udh ada gerakan buat di boikot sekitar taun 2014(?) an lupa Cma gatau kenapa seiring berjalannya waktu org org ramein mekidi pizza hut dkk lagi Trs pas ada berita genosida di Palestina ini akhirnya org org nge boikot lagi,Netral
Sat Jun 15 05:57:51 +0000 2024,pizza hut boikot ga sih?,Netral
Thu Jan 18 22:35:59 +0000 2024,Tetap boikot mcd Pizza hut ,Netral
Sun May 05 03:26:17 +0000 2024,Ada temen boikot Pizza Hut tapi makan marugame udon.,Netral
Wed Mar 06 14:12:14 +0000 2024,gue pribadi kesulitan boikot pizza hut. seumur hidup gapernah intentionally beli pizza selain brand ini. paling susah kuboikot krn seumur hidup cm makan super supreme tenang aja udah ga gue beli kok in the past few months,Netral
Wed Jun 05 08:41:52 +0000 2024,Gw gak setuju yg kyk gini. Kasir pizza hut itu cuma kerja bisa aja mrka cuma bisa kerja di situ kalian boikot cukup tak usah beli gak usah maki-maki pekerjanya. Boikot kok malah nginjek2 sesama pekerja buruh ,Netral
Thu Mar 14 09:22:59 +0000 2024,Mau tanya Pizza hut termasuk ke dalam list boikot kah?,Netral
Fri Mar 15 12:19:04 +0000 2024,pizza hut boikot jg kah kirain domino doang,Netral
Sun Feb 25 12:34:02 +0000 2024,Since Pizza Hut &amp; Domino boikot en pizza dekat mana lagi yg best ye?,Netral
Thu Feb 01 12:02:40 +0000 2024,Lama gile x makan pizza lepas pizza hut and Domino's masuk dalam list boikot. Ok pizza apa yang tak support israel?,Netral
Mon Jan 22 04:14:21 +0000 2024,banyak beli barang yg di boikot 'pizza hut &amp; mcd' tapi kesalahan itu ada karena bliau mengonsumsi nya di ruang public. jujur mcd dan sbux di daerah gua masih rame. GUA KECEWA BERATT terserah lu minum itu di dorm atau kamar hotel lu TAPI SETIDAKNYA RESPECT DENGAN GA MINUM DI PUBL,Netral
Sat Jan 20 02:54:40 +0000 2024,pizza hut bukan memang boikot ke? okay boikot and support local pizza,Netral
Sun Jun 02 06:20:23 +0000 2024,Domino atau Pizza Hut list boikot tak?,Netral
Sat Apr 13 06:53:59 +0000 2024,dah excited mau mam pizza tp br keinget KITA KAN BOIKOT PIZZA HUT YA.........,Netral
Sat May 04 02:17:30 +0000 2024,Efek boikot itu ril lho. Pizza Hut kemarin ngumumin kalo mereka rugi 96M sepanjang 2023 kmrn. Krn kondisi ekonomi juga + efek boikot kata mereka. Jadi teruslah kita boikot. Yg paling gampang yg fast food2 lah sm kopi. Pilihan penggantinya buanyak bgt kok.,Netral
Thu Apr 25 04:37:39 +0000 2024,PZZA (Pizza Hut PT Sarimelati Kencana) melaporkan kerugian th buku 2023: Rp96.2 miliar. Lanjutkan boikot karena pizza GL lbh enak.,Netral
Wed Feb 21 06:25:34 +0000 2024,That's why di antara target2 boikot paling benci sama mekdi &amp; pizza hut ,Netral
Wed Jan 31 05:48:27 +0000 2024,Dampak Boikot Israel KFC hingga Pizza Hut Mulai PHK Karyawan https://t.co/5Ayn7FanQv,Netral
Thu Mar 07 00:46:46 +0000 2024,Tak pernah cakap redha pun actually dengan perbuatan kartel main harga. Tapi tengoklah baik-baik. Yang bekerja di bakers cottage tu pun ramai anak-anak muda melayu islam juga. Kalau bakers cottage pun nak boikot juga sama dengan kfc mcd pizza hut starbucks ,Netral
Wed Apr 10 14:51:34 +0000 2024,Kalau kita tak boikot pizza hut tadi dinner tu pakcik dah makn personal box rm 5 dah .,Netral
Thu May 02 14:27:50 +0000 2024,udah ga pernah ke pizza hut selain boikot juga karena ada pizza marzano ,Netral
Tue May 21 10:07:27 +0000 2024,Anak requested pizza. Pening kepala domino pizza hut kan boikot. Doa seorang mak ni Allah angkat pusing pusing area rumah jumpa small stall jual Pizza. Alhamdulillah happy anak makan. Terima kasih Allah ,Netral
Wed Feb 14 14:13:51 +0000 2024,ampe skrng ad yg masiii boycoting kgaak?? plis muncul yg masiii kgaak beli produk yg di boikot mcd kfc pizza hut dkk kerabat deket gw dah mulai bodoamat sedih wehh ,Netral
Wed May 29 23:26:55 +0000 2024,Pengen pizza hut tapi lagi boikot!! ,Netral
Wed Jan 24 15:41:55 +0000 2024,Kalau cuma boikot Starbucks McD Pizza HUT KFC mah gampang. Kalau disuruh boikot warteg bahari pecel Blitar dan nasi Padang naah ini yang susah,Netral
Thu Apr 11 16:33:51 +0000 2024,@YandraD31 Tetap konsisten boikot pizza HUT dan produk produk yg mendukung israhell lainnya,Netral
Sat Jun 15 10:32:13 +0000 2024,Karena masih Boikot produk Pizza hut sekarang kalian kalau mau beli Pizza kemana guys? Coba drop rekomendasi kalian!,Netral
Tue Jan 30 07:03:13 +0000 2024,Dampak Boikot Israel KFC dan Pizza Hut PHK Karyawan https://t.co/qADpaAcQQg via @nawacit4,Netral
Wed Jan 31 05:33:43 +0000 2024,Dampak Boikot Israel KFC hingga Pizza Hut Mulai PHK Karyawan https://t.co/yROx8XJxDe,Netral
Wed Jan 31 12:06:00 +0000 2024,Dampak Boikot Israel KFC hingga Pizza Hut Mulai PHK Karyawan https://t.co/6pRJ0Sqd7S,Netral
Wed Jan 31 09:53:40 +0000 2024,Pizza Limo harusnya ehh tapi pro Israel deng Pizza Hut mah. Boikot aja :))),Netral
Fri Feb 02 11:45:55 +0000 2024,Semenjak Pizza Hut dengan Dominos kena boikot dah hampir 4 bulan mengidam nak makan Pizza. Today my beautiful wife made me pizza. Not one but 3. She really can cook anything. Terharu betul. Tak sia-sia bayar hantaran RM22 000. ,Netral
Tue Apr 30 02:46:17 +0000 2024,Terhantam Boikot Pizza Hut Rugi Rp58 6 M di Kuartal-I 2024 https://t.co/OLZnPUYJaR,Netral
Mon Apr 01 00:54:23 +0000 2024,Semenjak kena boikot Pizza Hut ni dah lama tak makan pizza ,Netral
Fri Jun 14 09:23:17 +0000 2024,Jujur engga sih. Belum ada yang bisa kalahin rasa-rasa makanan yang diboikot kayak mcd kfc dan pizza hut tapi gapapa namanya boikot kan tergantung hati nurani. Kalau mau menghibur diri dengan mencari makanan yang mirip-mirip rasanya juga gapapa.,Netral
Thu May 02 15:09:31 +0000 2024,Pizza Hut PhD rugi bukan karena boikot mungkin simply udah gak enak gak ada pembaruan menu yg signifikan dan pizza pesaingnya lebih enak. Roti tebel saos biasa topping kek sosis curah harga mahal. Sama-sama habis 100rebu mending marzano ,Netral
Tue Apr 02 14:31:40 +0000 2024,Temen kantor yg dulu sok sok boikot kemarin ultah beli Pizza Hut limousine buat sekantor. Udah pinter dia sadar kalo boikot itu gerakan gak jelas yg merugikan bangsa kita sendiri. Capek boikat boikot tapi pelurunya Israel gak habis2.,Netral
Wed Apr 10 02:02:40 +0000 2024,Tbh gara2 mslh boikat boikot gw nemu resto lokal yg lbh enak di luar mcd kyk pizza hut misal gw ga bakal balik pizza hut soalnya nemu resto itali otentik dan murah ,Netral
Sat Mar 09 10:48:42 +0000 2024,Pizza hut nih produk boikot apa engga sih soalnya aku mau pizza hut bgt,Netral
Fri Mar 15 11:00:55 +0000 2024,@GerakanBDS_ID Rekomen pizza yg enak dong... Pizza hut sama domino di boikot soalnya ,Netral
Thu May 02 03:03:53 +0000 2024,Akibat Boikot Penjualan Induk Pizza Hut &amp; KFC Merosot 3% https://t.co/f8S6UaLERu,Netral
Mon Apr 01 02:58:01 +0000 2024,Terhantam Boikot Israel Rugi Emiten Pizza Hut (PZZA) Bengkak 310 23% https://t.co/e0j0u8MyOF,Netral
Sat Mar 23 23:42:04 +0000 2024,Aku boikot Starbuck McD Pizza Hut etc. Kalau orang lain beli pastu dia bagi aku aku tolak.,Netral
Tue May 28 01:15:50 +0000 2024,letak pizza hut patut kena boikot tapi kfc tak tpi seingat aku wktu aku kerja kfc dulu dulu lah pizza hut punya management dgn kfc sama sekarang tak tau.,Netral
Fri Apr 12 06:40:30 +0000 2024,Yang nyebarin narasi ini tuh media² israel sama KOL² mereka. Lalu kalian telan mentah² trus disebarin ke followers entah demi apa. Sama pizza hut aja boikot kok sama media² yang jelas² media israel percaya mentah²,Netral
Tue Jan 30 07:03:25 +0000 2024,Dampak Boikot Israel KFC dan Pizza Hut PHK Karyawan https://t.co/JP9IGHh3M9 via @nawacit4,Netral
Fri May 03 04:02:36 +0000 2024,@yonatanugerah @TNama70377 @LoudMinorities @RnaReii @onedayoneilm hipokrit itu kalau rame bersuara di sosmed boikot pizza hut tapi ternyata di real life tetep makan pizza hut ,Netral
Mon Jan 22 16:21:01 +0000 2024,aneh kalo mau boikot ya boikot pizza hut israel dikira management ph tiap negara ngelakuin yg sama entah makin lama makin ilfeel sama yg boikot2 gini X yg jelas2 dukung israel aja (di palestina X kudu pake vpn karna udah block) dan X masih lu pake...,Netral
Thu Apr 11 11:50:10 +0000 2024,@ub_mfs Iya emang gak ada. Krn orang Malang asli pasti akan boikot pizza hut.,Netral
Tue Jan 30 07:03:39 +0000 2024,Dampak Boikot Israel KFC dan Pizza Hut PHK Karyawan https://t.co/T4MNW2L4VI via @nawacit4,Netral
Fri Mar 15 12:29:50 +0000 2024,@gatligngun aku malah lebih tau boikot pizza hut dulu daripada domino : ),Netral
Sat Mar 09 11:50:52 +0000 2024,@qinkqonk @FOODFESS2 Di deket gw adanya Go-Pizza Bang 100% lokal udh beli bbrp bulan lalu pas rame boikot Pizza Hut &amp; Domino's. Skrg blm kepengen pizza tp kalo lg ada rezekinya nanti beli yg lokal-lokal aja Kalo yg ngerusak hidup keluarga di belahan bumi lain gak dlu dh mkasi ,Netral
Thu Mar 28 00:07:18 +0000 2024,Target boikot lainnya (BDS): Domino s Pizza Burger King Pizza Hut McDonald 4 brand ini memiliki keterkaitan investasi dengan Israel yang secara langsung berdampak pada usaha genosida yang terjadi di Gaza.,Netral
Mon May 20 02:50:26 +0000 2024,Bismillah Ustadzah Oki Setiana Dewi &amp; Nestle Produk yg terafiliasi dgn Zionis Israel !! Video 1 : saat dia Mengajak agar Boikot Produk Zionis Israel &amp; Mengajak Kita agar Mencintai Produk Indonesia. Foto 2 : Lain di Mulut Lain di Hati sehingga menjadi munafik &amp; menjijikan‼️ https://t.co/SAFbX5zzzX,Netral
Thu Feb 15 19:05:20 +0000 2024,Boikot la selagi boleh boikot.. Produk nestle ..or anything.. Doa untuk #Rafah #Palestine Jom la penuhkan Masjid Subuh sama2.. 🇵🇸 https://t.co/mQKqP7QYNr,Netral
Sun May 05 14:45:25 +0000 2024,Issue boikot ni sebenarnya hal individu terpulang la nak boikot or tak ! Takperlu la mcm kau terpaling boikot divided kwsp kau pun dr sumber nestle ye. Tak perlu nak mengelabah tak tentu hala la lagi pun my previous picture from may 2022. https://t.co/pCgp1FDoMx,Netral
Thu Feb 08 09:58:59 +0000 2024,Self reward kunun sbb anak2 tak ikut Kite sapot aiskrim lokal sbb boikot Walls &amp; Nestle https://t.co/7891siZTzx,Netral
Fri May 31 08:52:20 +0000 2024,@perogeremmer bener sih tp skrg udh ganti ke indocafe karena lagi ikut boikot nestle https://t.co/LlTYYw8Bdg,Netral
Sat Dec 16 12:29:17 +0000 2023,Sejak kena boikot Nestle cuba try brand Lotus sedap jugak yg penting tak cepat lembik. Murah pun murah https://t.co/aXrvmrs3KA,Netral
Thu Mar 07 12:38:39 +0000 2024,Boikot kalini membuktikan yang kita boleh je hidup tanpa Starbucks Mcdonalds Krispy Kreme Nestle dan KFC ni. Banyak je local brands yang kita boleh guna selain brands yang openly supporting Israel. This is our fight altogether so kau taknak boikot? That s on you. https://t.co/Ys3kPXrGbc,Netral
Sun Mar 10 07:51:55 +0000 2024,Nestle takyah boikot ke? https://t.co/TqRUx5CYpl,Netral
Sat Jun 01 02:28:37 +0000 2024,Kalo emang sadar akan isu kemanusiaan boikot Nestle walaupun gak jadi list utama BDS asal kalian baca berita pasti tau DOSA NESTLE TUH BANYAK ,Netral
Sun Apr 28 13:44:22 +0000 2024,Naik harga atau turun harga BOIKOT produk Nestle tetap diteruskan ,Netral
