created_at,full_text,sentiment
Tue Dec 26 08:04:13 +0000 2023,"ternyata ada fatwa MUI ya soal boikot produk. utk skincare make up dan body-hair-personal care sih gak repot krn udah setahun hijrah pake oriflame.",positif
Tue Dec 26 08:04:13 +0000 2023,"Sekarang pake masako karena yang sebelah di boikot",negatif
Tue Dec 26 08:04:13 +0000 2023,"balik lagi boikot enggak itu hak pribadi kak. jangan dihakimi juga buat yang belum bisa boikot total, selagi pendirian kuat gak akan terpengaruh ajakan pake produk. kalau kamu udah bs total boikot itu bagus, kampanye mulai dengan cara halus",netral
Tue Dec 26 08:04:13 +0000 2023,"Ijin nanya, kalo boikot gitu tuh emang ngaruh yaa bcz imo kalo cuma boikot mcd dll tapi kitanya masih main instagram dan aku mikirnya kasian juga yang kerja juga pasti nanti terkena dampaknya, nahh itu gimana ya nder jujur aku kurang paham tentang ini...",netral
Tue Dec 26 08:04:13 +0000 2023,"Yang ga mau ikut boikot malah lebih maksa daripada yang ikut boikot. At least yang ngajak boikot alasannya kuat. Yang ngajak ga boikot alasannya dibuat-buat.",netral
Tue Dec 26 08:04:13 +0000 2023,"dulu royco, trs kena boikot kan dia(?) yaudah gw mundur Krn demi kemanusiaan",positif
Tue Dec 26 08:04:13 +0000 2023,"gabisa boikot mereka... gue mau boikot produk nya aja yg collab sm produk zionis 😞 maaf. .",negatif
Tue Dec 26 08:04:13 +0000 2023,"Dimana sih list produk boikot mau belanja bulanan",netral
Tue Dec 26 08:04:13 +0000 2023,"Guys harus tetap boikot produk atau komoditas yg berafiliasi dengan Zionis Israel ya! FYI bahwa setiap harinya Zionis Israel harus mengeluarkan anggaran sebanyak $260 Juta.",positif
Tue Dec 26 08:04:13 +0000 2023,"Tetap semangat boikot produk zionis n gerombolannya Tetap berdoa demi kebaikan dan kemuliaan rakyat Palestina",positif
Tue Dec 26 08:04:13 +0000 2023,"Aqua itu Pro Palestina jadi gak perlu takut-takut lagi untuk mengkonsumsi sehari-hari Aqua dimanapun kita berada, gak zamannya boikot produknya Danone 🙂👌🙏 yuk jangan boikot produk aqua",negatif
Tue Dec 26 08:04:13 +0000 2023,"Bersyukur bgt aqua kaga kena boikot wkwkw",netral
Tue Dec 26 08:04:13 +0000 2023,"Faktanya  Aqua itu Pro Palestina jadi gak ada lagi alasan untuk boikot produknya Danone justru sebaliknya harus semangat untuk terus konsumsi dan sebarkan informasi ini ke masyarakat luas agar tidak terjebak di hoax ataupun fitnah 🙂👌🙏 jgn boikot ini produk ya",negatif
Tue Dec 26 08:04:13 +0000 2023,"Akhirnya Saham Unilever Tertekan di Tengah Aksi Boikot Produk Pro-Israel. Gas tetep boikot yah temen temen",positif
Tue Dec 26 08:04:13 +0000 2023,"hokben tuh produk yang di boikot juga ga si?",netral
Tue Dec 26 08:04:13 +0000 2023,"Burger king tuh enak loh patty nya juga juicy gendut-gendut Mereka juga bukan produk yg masuk boikot kan yah?",netral
Tue Dec 26 08:04:13 +0000 2023,"Semangat terus mengikuti aksi boikot produk Zionis. Jangan kasi kendor sebelum Palestina terbebas dari penjajahan Teroris Zionis..",positif
Tue Dec 26 08:04:13 +0000 2023,"Bimbang bgt mau konsumsi Aqua lagi apa enggak. Habis liat faktanya makin yakin, gak akan gue boikot. Emang harus hati² sama hoax, jgn sampe percaya",negatif
Tue Dec 26 08:04:13 +0000 2023,"Keren gais, adanya aksi boikot ini malah menjadikan UMKM yang ga pernah dilirik jadi alternatif loh",positif
Tue Dec 26 08:04:13 +0000 2023,"Domino pizza tuh aman ga ya?",netral
Tue Dec 26 08:04:13 +0000 2023,"Yok boikot produk zionis!!! Konsisten yok Bikin mereka kalah sekalah-kalahnyaaa!!!!",positif
Tue Dec 26 08:04:13 +0000 2023,"Percuma kata gue mah lu pada boikot produk kalo omongan sikap ketikan lu pada persis mirip bgt zionis",negatif
Tue Dec 26 08:04:13 +0000 2023,"Boikot atau ga boikot terasa sama. Tapi krn skrg udah paham ke depannya sepertinya ga beli nih produk lagi deh..",positif
Tue Dec 26 08:04:13 +0000 2023,"Gmn kak, yg sudh beli produknya? sudah tdk bisa d konsumsi lagi?",netral
Tue Dec 26 08:04:13 +0000 2023,"Akhirnya yang benar bahwa Aqua itu Pro Palestina jadi tidak ada gunanya lagi ikut-ikutan untuk boikot produknya Danone. Makin bijak dan berhati-hati agar tidak ikutan nyebarin fitnah soal Aqua👌🙏",negatif
Tue Dec 26 08:04:13 +0000 2023,"Aksi boikot semakin membesar usai Majelis Ulama Indonesia (MUI) mengeluarkan fatwa haram membeli produk dari produsen yang nyata",positif
Tue Dec 26 08:04:13 +0000 2023,"MENURUT SAYA BOIKOT BUKAN SOLUSI!!! Soalnya dari aksi ini banyak karyawan yang di PHK. Apa ga kasian kalian semua sm saudara se tanah air",negatif
Tue Dec 26 08:04:13 +0000 2023,"Sejak dl yg namanya boikot itu g ada bangkrutin perusahaan, boikot itu simbol perlawanan tanpa kekerasan yg bisa dilakukan org awam. Yuk semangat boikot",positif
Tue Dec 26 08:04:13 +0000 2023,"aku mikirnya malah ntar kalo di boikot cth mcd, ntar penghasilan mereka turun terus akhirnya mecat pegawainya. Ya sebaiknya gausah boikot boikot lah ya",negatif
Tue Dec 26 08:04:13 +0000 2023,"Valid ga sumber infonya kalo HokBen tuh di boikot?",netral
Tue Dec 26 08:04:13 +0000 2023,"Boikot ini, kira2 akan pngaruh sama pekerja yg ada di indo ga?? kyk nambah angka pengangguran mgkn??",netral
Tue Dec 26 08:04:13 +0000 2023,"boikot itu bukan berhenti menggunakan suatu produk, tapi berhenti membelinya sementara",netral
Tue Dec 26 08:04:13 +0000 2023,"please lanjut boikot🙏🏻 jgn tergiur promo,apa kalian ga punya rasa empati sedikitpun liat saudara2 di Palestine🙏😢.kita cm ganti merek brg aja",positif
Tue Dec 26 08:04:13 +0000 2023,"Aku masih make soalnya produk indofood lebih enak huhu",negatif
Tue Dec 26 08:04:13 +0000 2023,"Sbnrnya gua masih bingung, menurut gua boikot ini bukan brrti kita berhenti memakai tapi lebih menahan diri dulu smntra buat ga beli",netral
Tue Dec 26 08:04:13 +0000 2023,"Alhamdulillah dr hal yg kecil skg sdh menganti beberapa produk yg mendukung zionis semoga terus istiqomah",positif
Tue Dec 26 08:04:13 +0000 2023,"tpi kurang akurat kak.. kan Aqua udh terbukti pro palestina jd jangan asal boikot",negatif
Tue Dec 26 08:04:13 +0000 2023,"indofood pro isriwil juga loh. Tapi banyak barangku yg make produk itu ya sudahlah",negatif
Tue Dec 26 08:04:13 +0000 2023,"Klo A&W tuh masuk boikot ga si?",netral
Tue Dec 26 08:04:13 +0000 2023,"Gua pake odol pepsodent wkwk mau ganti yang lain gak bisaaaa soalnya udh cocok",negatif
Tue Dec 26 08:04:13 +0000 2023,"Tetap istiqomah boikot gess demi kemanusiaan",positif
Tue Dec 26 08:04:13 +0000 2023,"Info pengganti Del Monte yg lebih enak apa ya?",netral
Tue Dec 26 08:04:13 +0000 2023,"Gapapa kita tetep beli kalau kita susah melepasnya?😭",netral
Tue Dec 26 08:04:13 +0000 2023,"Aku udh stop makan Indomie🗿 Skrng ganti ke produk lokal😂🤣",positif
Tue Dec 26 08:04:13 +0000 2023,"Ikut aksi boikot ini udah dari bberapa bulan yang lalu, tapi tiap ke supermarket terus liat orang² msih pada beli produk² yang katanya diboikot",positif
Tue Dec 26 08:04:13 +0000 2023,"Apasih boikot terus gada manfaatnya juga",negatif
Tue Dec 26 08:04:13 +0000 2023,"memang knp sih kalo kita makan atau minum buatan israel kan gk ada yah setau aku hehehe😁",negatif
Tue Dec 26 08:04:13 +0000 2023,"klo terlanjur beli produk yg diboikot (sblmnya kita ga tau klo produk itu termasuk produk boikot) gapapa kan?",netral
Tue Dec 26 08:04:13 +0000 2023,"Alhamdulillah produk yang pro isriwil kebanyakan aku emang gapake, jadi gaterlalu susah😍 tp ada beberap si, cuss langsung ganti",positif
Tue Dec 26 08:04:13 +0000 2023,"Trus gimana buat para pejuang nafkah yg bekerja di unilever?",netral
Tue Dec 26 08:04:13 +0000 2023,"udh setahun boikot 😂😂 jadi pas restok awal bulan dah apal bnget produk2 nya",positif
Tue Dec 26 08:04:13 +0000 2023,"kalo saya sih ga liat itu yg cocok yaa gue pake",negatif
Tue Dec 26 08:04:13 +0000 2023,"Sekuat tenaga nahan gak lirik produk yg di boikot padahal lagi diskon semua, ya Krn gw lagi dukung bgt nih boikot",positif
Tue Dec 26 08:04:13 +0000 2023,"Gw menolak boikot klo tapi tetep nongkrong disitu.. kalo gw jadi temen lo bakal gw ceng in juga sih... kyk lo boikot tapi masih disitu nanggung amat..",negatif
Tue Dec 26 08:04:13 +0000 2023,"kemarinnn guee harga vaselinee potongannya gedee bgtt cuy😭😭 menahan diri untuk tidak membelii😭kmrn gw peduli kemanusiaan",positif
Tue Dec 26 08:04:13 +0000 2023,"gue sih gak ikut acara boikot2 soalnya masih butuh cuy",negatif
Tue Dec 26 08:04:13 +0000 2023,"Krn Deket rumah cm ada McD, kfc, burger king lagi banyak promo. Ya udah gw beli aja dah haha lumayan",negatif
Tue Dec 26 08:04:13 +0000 2023,"gak ada produk yg diboikot. yg dimksud MUI itu aksi membela israel bukan produknya",netral
Tue Dec 26 08:04:13 +0000 2023,"skrg lagi dukung boikot produk.. udh konsisten beli barang yg nggk ad Unilever nya",positif
Tue Dec 26 08:04:13 +0000 2023,"gara2 ngecekin list produk yg diboikot gw jadi semakin tau kalo produk lokal juga ga kalah bagus",positif
Tue Dec 26 08:04:13 +0000 2023,"makanya gue gak mau ikut boikot yang lain, krna lu masih pake yang lain juga",negatif
Tue Dec 26 08:04:13 +0000 2023,"kalo ngabisin stok gapapa kan? mau dibuang takut mubazir",netral
Tue Dec 26 08:04:13 +0000 2023,"kalo warung kecil yg udh terlanjur stok gimana? apakah harus di buang? atau habisin stok dulu, abis itu jangan re-stok lagi?",netral
Tue Dec 26 08:04:13 +0000 2023,"Emg le minerale beneran pro Israel?",netral
Tue Dec 26 08:04:13 +0000 2023,"alhamdulillah dikit2 dah bisa ganti brg2 produk yg ono demi dukung boikot",positif
Tue Dec 26 08:04:13 +0000 2023,"Saking gedegnya ampe ngskip klo ada orang yg koar2 boikot, pdhal itu hak setiap orang malah pda maksa. Kalo gw pribadi ya ga ikut dukung si soalnya banyak ruginya",negatif
Tue Dec 26 08:04:13 +0000 2023,"udah terlanjur stok boleh di abisin dulu gak si?",netral
Tue Dec 26 08:04:13 +0000 2023,"mending lokal aja..banyak yg jauh lebih enak..lebih murah..saatnya produk lokal meroket 🥰🥰",positif
Tue Dec 26 08:04:13 +0000 2023,"Krn ortuku dukung boikot, barang yg diboikot langsung di catat dong biar nantinya ga dibeli lagi",positif
Tue Dec 26 08:04:13 +0000 2023,"Gw blm bisa meninggalkan mcd hehe soalnya tempatnya tuh pas buat begadang nugas",negatif
Tue Dec 26 08:04:13 +0000 2023,"Sumber dari mana ya kalo nestle tuh produk boikot?",netral
Tue Dec 26 08:04:13 +0000 2023,"Boikot tuh hnya beberp wktu, krna perusahaan besar psti punya dana darurat. Jd untk phk tdk akan dlm wktu dkt",negatif
Tue Dec 26 08:04:13 +0000 2023,"Alhamdulillah udh konsisten ngedukung boikot😭",positif
Tue Dec 26 08:04:13 +0000 2023,"Mau boikot gak boikot itu terserah diri sendiri, kita gak 100% suci coi, gak usah sok2an anggap orng yg gak boikot suatu produk itu dajjal",netral
Tue Dec 26 08:04:13 +0000 2023,"Boleh sih boikot kan bebas, tapi harus ada solusi kalau ada dampak negatifnya",netral
Tue Dec 26 08:04:13 +0000 2023,"Prinsip gw buat ngedukung boikot tuh yang penting kita mengurangi pemakaian produk2 pro Israel tersebut, misal tadinya pake 10 produk bisa dikurangi jadi 5 produk",positif
Tue Dec 26 08:04:13 +0000 2023,"Aku masih ragu mending gk usah boikot segala macem",negatif
Tue Dec 26 08:04:13 +0000 2023,"Walaupun tidak bisa berdonasi ..tapi aku berhenti pake produk unilever. Yok dukung boikot semuanya",positif
Tue Dec 26 08:04:13 +0000 2023,"unilever tuh masuk list produk boikot ga?",netral
Tue Dec 26 08:04:13 +0000 2023,"Sudah di ganti produk lokal,sedang beradaptasi dengan Masako,bismillah dukung boikot..",positif
Tue Dec 26 08:04:13 +0000 2023,"Cape banget masalah boikot ini... Emang ngaruh bgt? Bukannya malah ngerugiin ya? Hadeh",negatif
Tue Dec 26 08:04:13 +0000 2023,"Ya Allah aku mau ngabisin dulu yang ada biar ga mubazir ,next ganti produk soalnya mau ngedukung boikot 🥺",positif
Tue Dec 26 08:04:13 +0000 2023,"Tergantung mindset nya ya, kalo yang gak mau boikot ya boleh, kalo mau boikot ya boleh",netral
Tue Dec 26 08:04:13 +0000 2023,"Aku tetep beli McD soalnya enak dan kadang banyak promo",negatif
Tue Dec 26 08:04:13 +0000 2023,"Yok boikot ya soalnya efek boikot produk pro Israel di banyak negara bikin penjualan McDonald's merosot. Pertumbuhannya anjlok 4 kuartal berturut-turut loh",positif
Tue Dec 26 08:04:13 +0000 2023,"ini boikot kok makin lama makin meresahkan ya.",negatif
Tue Dec 26 08:04:13 +0000 2023,"Penjualan McDonald's di banyak negara sebagai dampak dari boikot terhadap produk pro-Israel tuh gmn infonya?",netral
